data_preprocessing_name,cross_validation_method,metric_name,data_name,predicted_client_name,mean,std,count
corrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_B,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_C,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_D,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_E,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab1,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab2,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab3,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE14407,0.6482307312464279,0.020686935271622044,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE26712,0.6902108845288984,0.023811414444426703,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE38666,0.7260069175069781,0.03984580041426368,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE40595,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE6008,0.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE69428,0.3615507630310936,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China1,0.5057595249996152,0.06201688223842942,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China3,0.6537154988406924,0.04025462425820085,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China5,0.49487221611500126,0.019875228930368243,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,France1,0.46500928043668965,0.038682342312747614,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,Germany1,0.49514929425809484,0.05348393681210979,10
corrected,Leave-One-Cohort-Out,MCC,Microbiome Data,Germany2,0.4882072636592657,0.04385935840772485,10
corrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_A,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_B,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_C,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_D,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_E,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),All,0.9550000000000001,0.01932503014547343,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab1,0.8699999999999999,0.05244044240850758,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab2,0.9949999999999999,0.010540925533894603,10
corrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Microarray Data,All,0.9514705882352941,0.018406846426979033,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE14407,0.8,0.16329931618554522,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE26712,0.9897435897435898,0.013240968704982571,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE38666,0.9,0.08606629658238703,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE40595,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE6008,0.9,0.08606629658238704,10
corrected,Train-Test-Split,F1_score,Microarray Data,GSE69428,0.825,0.20581815058714117,10
corrected,Train-Test-Split,F1_score,Microbiome Data,All,0.8074074074074075,0.03567452660938245,10
corrected,Train-Test-Split,F1_score,Microbiome Data,China1,0.745,0.1189070598782464,10
corrected,Train-Test-Split,F1_score,Microbiome Data,China3,0.8521739130434783,0.04673772607709305,10
corrected,Train-Test-Split,F1_score,Microbiome Data,China5,0.8523809523809524,0.0612706637003771,10
corrected,Train-Test-Split,F1_score,Microbiome Data,France1,0.7952380952380953,0.11675032094243362,10
corrected,Train-Test-Split,F1_score,Microbiome Data,Germany1,0.78,0.08916623398995056,10
corrected,Train-Test-Split,F1_score,Microbiome Data,Germany2,0.8,0.14672347384715842,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),All,0.9966666666666667,0.004303314829119282,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab1,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.9857142857142858,0.018442777839082873,10
corrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,All,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,lab_A,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,lab_B,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,lab_C,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,lab_D,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Proteomics Data,lab_E,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),All,0.9966666666666667,0.004303314829119269,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab1,1.0,0.0,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.975,0.03227486121839514,10
corrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),All,0.9099999999999999,0.03865006029094688,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab1,0.74,0.10488088481701517,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab2,0.99,0.02108185106778923,10
corrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Microarray Data,All,0.9029411764705882,0.036813692853958,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE14407,0.6,0.32659863237109044,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE26712,0.9794871794871796,0.026481937409965187,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE38666,0.8,0.17213259316477408,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE40595,1.0,0.0,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE6008,0.8,0.17213259316477408,10
corrected,Train-Test-Split,MCC,Microarray Data,GSE69428,0.65,0.4116363011742823,10
corrected,Train-Test-Split,MCC,Microbiome Data,All,0.6148148148148148,0.07134905321876489,10
corrected,Train-Test-Split,MCC,Microbiome Data,China1,0.48999999999999994,0.2378141197564929,10
corrected,Train-Test-Split,MCC,Microbiome Data,China3,0.7043478260869565,0.09347545215418607,10
corrected,Train-Test-Split,MCC,Microbiome Data,China5,0.7047619047619047,0.1225413274007542,10
corrected,Train-Test-Split,MCC,Microbiome Data,France1,0.5904761904761905,0.2335006418848672,10
corrected,Train-Test-Split,MCC,Microbiome Data,Germany1,0.5599999999999999,0.17833246797990113,10
corrected,Train-Test-Split,MCC,Microbiome Data,Germany2,0.6,0.29344694769431684,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),All,0.9933333333333334,0.008606629658238798,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab1,1.0,0.0,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.9714285714285715,0.03688555567816586,10
corrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,All,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,lab_A,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,lab_B,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,lab_C,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,lab_D,1.0,0.0,10
corrected,Train-Test-Split,MCC,Proteomics Data,lab_E,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,All,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab1,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab2,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data,lab3,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),All,0.9933333333333334,0.008606629658238786,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab1,1.0,0.0,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.95,0.06454972243679029,10
corrected,Train-Test-Split,MCC,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab3,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Balanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Balanced Simulated Data,lab2,0.908126145805044,0.04195915037852129,10
uncorrected,Leave-One-Cohort-Out,F1_score,Balanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE14407,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE26712,0.9237516869095816,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE38666,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE40595,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE6008,0.7837037037037037,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microarray Data,GSE69428,0.3629764065335753,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,China1,0.8377473892913485,0.01133417670523054,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,China3,0.7535468003411495,0.025256302353881717,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,China5,0.6791002190327937,0.020321997211359702,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,France1,0.667030036502376,0.012308969860808493,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,Germany1,0.6863250708208829,0.031341036596582446,10
uncorrected,Leave-One-Cohort-Out,F1_score,Microbiome Data,Germany2,0.7854728624343678,0.02037171814723437,10
uncorrected,Leave-One-Cohort-Out,F1_score,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_A,0.3333333333333333,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_B,0.309462915601023,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_C,0.3396760443307758,0.09554230202588862,10
uncorrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_D,0.3333333333333333,0.0,10
uncorrected,Leave-One-Cohort-Out,F1_score,Proteomics Data,lab_E,0.49980166102082607,0.18611192905174795,10
uncorrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab1,0.9474595209417973,0.01462209455708504,10
uncorrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab2,0.577575876598033,0.07468809512170965,10
uncorrected,Leave-One-Cohort-Out,F1_score,Strongly Imbalanced Simulated Data,lab3,0.45,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab2,0.8295433245519174,0.07435586582863346,10
uncorrected,Leave-One-Cohort-Out,MCC,Balanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE14407,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE26712,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE38666,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE40595,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE6008,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microarray Data,GSE69428,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China1,0.6658225352758832,0.02301737209280176,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China3,0.5244592809994744,0.03597579517745015,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,China5,0.4777492849794676,0.02068550220792143,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,France1,0.3957024610384313,0.02100933794904931,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,Germany1,0.3584122620701713,0.042905667988453654,10
uncorrected,Leave-One-Cohort-Out,MCC,Microbiome Data,Germany2,0.4909601214464157,0.026113551290203024,10
uncorrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_A,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_B,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_C,0.04392976851069794,0.13891812557774844,10
uncorrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_D,0.0,0.0,10
uncorrected,Leave-One-Cohort-Out,MCC,Proteomics Data,lab_E,0.18432182774794192,0.2905461112808369,10
uncorrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab1,0.8559645572502935,0.03594842864272298,10
uncorrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab2,0.42093267222909053,0.06933777606087266,10
uncorrected,Leave-One-Cohort-Out,MCC,Strongly Imbalanced Simulated Data,lab3,0.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data,All,0.9991666666666668,0.0026352313834736053,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab2,0.9974999999999999,0.007905694150420957,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),All,0.5533333333333333,0.04533823502911814,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab1,0.605,0.09036961141150637,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab2,0.5,0.0,10
uncorrected,Train-Test-Split,F1_score,Balanced Simulated Data (Rotational Batch Effect),lab3,0.5549999999999999,0.06540472290116194,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,All,0.9323529411764705,0.015808348526075586,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE14407,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE26712,0.9487179487179487,0.0,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE38666,0.95,0.0805076485899413,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE40595,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE6008,0.8333333333333334,0.0,10
uncorrected,Train-Test-Split,F1_score,Microarray Data,GSE69428,0.675,0.20581815058714115,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,All,0.7712962962962963,0.030569581517072578,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,China1,0.755,0.09264628073124863,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,China3,0.808695652173913,0.09657003622584164,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,China5,0.8142857142857143,0.07920619015793431,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,France1,0.7333333333333333,0.09309763999120749,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,Germany1,0.7733333333333333,0.11417984514369003,10
uncorrected,Train-Test-Split,F1_score,Microbiome Data,Germany2,0.6875,0.10622957319984967,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,All,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),All,0.8400000000000001,0.055666555777223764,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.6222222222222222,0.03513641844631531,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.6428571428571429,0.0,10
uncorrected,Train-Test-Split,F1_score,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9675675675675676,0.088774173196937,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,All,0.9960000000000001,0.012649110640673542,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_A,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_B,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_C,0.9800000000000001,0.06324555320336758,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_D,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Proteomics Data,lab_E,1.0,0.0,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,All,0.9675,0.02925251914866839,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab1,0.975,0.05270462766947299,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab2,0.925,0.07095577652469333,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data,lab3,0.9739583333333334,0.02873775235633132,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),All,0.915,0.044755853469161846,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.9125,0.10290907529357056,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.625,0.0,10
uncorrected,Train-Test-Split,F1_score,Strongly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9635416666666666,0.05109006586653533,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,All,0.9983333333333333,0.005270462766947373,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab2,0.9949999999999999,0.015811388300841906,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),All,0.10666666666666662,0.09067647005823627,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab1,0.21000000000000002,0.1807392228230128,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab2,0.0,0.0,10
uncorrected,Train-Test-Split,MCC,Balanced Simulated Data (Rotational Batch Effect),lab3,0.11000000000000001,0.1308094458023239,10
uncorrected,Train-Test-Split,MCC,Microarray Data,All,0.8647058823529411,0.03161669705215115,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE14407,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE26712,0.8974358974358975,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE38666,0.9,0.1610152971798827,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE40595,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE6008,0.6666666666666666,0.0,10
uncorrected,Train-Test-Split,MCC,Microarray Data,GSE69428,0.35,0.4116363011742823,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,All,0.5425925925925925,0.06113916303414511,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China1,0.51,0.18529256146249728,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China3,0.6173913043478261,0.1931400724516833,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,China5,0.6285714285714286,0.15841238031586857,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,France1,0.4666666666666666,0.18619527998241503,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,Germany1,0.5466666666666666,0.22835969028738007,10
uncorrected,Train-Test-Split,MCC,Microbiome Data,Germany2,0.375,0.21245914639969937,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,All,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab1,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab2,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data,lab3,1.0,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),All,0.6799999999999999,0.11133311155444757,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab1,0.2444444444444444,0.07027283689263064,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab2,0.2857142857142857,0.0,10
uncorrected,Train-Test-Split,MCC,Mildly Imbalanced Simulated Data (Rotational Batch Effect),lab3,0.9351351351351351,0.17754834639387407,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,All,0.992,0.025298221281347053,10
uncorrected,Train-Test-Split,MCC,Proteomics Data,lab_A,1.0,0.0,10
